File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_01.c,37,15,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"        (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_01.c,57,15,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"        (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_01.c,73,15,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"        (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_02.c,42,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_02.c,73,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_02.c,95,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_02.c,122,19,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"            (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_02.c,144,19,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"            (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_03.c,42,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_03.c,73,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_03.c,95,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_03.c,122,19,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"            (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_03.c,144,19,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"            (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_04.c,48,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_04.c,79,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_04.c,101,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_04.c,128,19,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"            (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_04.c,150,19,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"            (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_05.c,48,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_05.c,79,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_05.c,101,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_05.c,128,19,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"            (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_05.c,150,19,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"            (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_06.c,47,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_06.c,78,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_06.c,100,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_06.c,127,19,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"            (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_06.c,149,19,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"            (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_07.c,47,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_07.c,78,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_07.c,100,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_07.c,127,19,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"            (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_07.c,149,19,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"            (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_08.c,55,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_08.c,86,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_08.c,108,19,4,buffer,wcscpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),Consider using a function version that stops copying at the end of the buffer,,CWE-120,"            (void)wcscpy(dest, data);",1e2ef191f3a4835d132c121b16c0711ec738800baa66b228c9f522a6fc2e30a1
/home/input/C/testcases/CWE121_Stack_Based_Buffer_Overflow/s01/CWE121_Stack_Based_Buffer_Overflow__CWE135_08.c,135,19,4,buffer,strcpy,Does not check for buffer overflows when copying to destination [MS-banned] (CWE-120),"Consider using snprintf, strcpy_s, or strlcpy (warning: strncpy easily misused)",,CWE-120,"            (void)strcpy(dest, data);",1c1f504c9b44219bf894de7d882190d269025b97d82d52d3739824c8f5d8d953
